text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Qualitätsabweichung HandlingSchaden Lunker Dickenmaß,7,7,7,54,46,31,7,9,7,9,7,9,-1,54,-1,36,-1,24
Schmelzofen Holding Furnace TempAbweichung °C Schleifnacharbeit notwendig,6,6,18,77,66,48,0,6,14,6,0,6,-1,40,26,30,20,21
Härteprüfung Kernschale Verschleiß Sandbindermangel vs Lunker teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Formversatz an Radträger Charge Normabweichung Gießparameter optimiert,8,8,8,67,56,39,0,6,14,6,14,16,-1,83,-1,63,-1,45
Kaltlauf an Radträger Charge Verdacht Formüberhitzung,8,8,8,63,53,40,0,6,11,6,11,16,-1,94,-1,69,-1,51
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,6,6,6,56,-1,-1,0,2,11,2,11,2,-1,76,-1,45,-1,32
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,40,36,23,0,0,14,0,0,0,-1,50,-1,41,-1,29
Ausschuss Materialfehler an Getriebegehäuse Ursache Sandfeuchte zu hoch ≥ konform,3,3,17,81,70,-1,2,1,0,12,16,12,-1,32,-1,27,-1,13
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Sandfeuchte Sandausbruch außerhalb Toleranz Normabweichung Nacharbeit gemäß,0,0,0,41,37,24,2,3,0,3,16,17,44,25,-1,20,-1,14
Qualitätsabweichung Sandausbruch Lunker Raueit Ra,3,3,17,45,39,25,2,7,2,7,18,7,-1,62,-1,47,32,31
Sandfeuchte Kaltlauf außerhalb Toleranz,0,0,0,16,12,-1,2,2,0,14,18,14,55,36,37,31,27,18
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
Kokillenriss an Zylinderkopf Charge konform,8,8,8,62,52,38,0,5,14,5,14,5,35,89,27,66,21,48
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,1,12,12,2,1,0,9,3,9,3,17,17,46,10,31,7,25,2
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,6,6,6,70,59,42,2,9,0,9,18,9,55,-1,37,-1,27,-1
Röntgenprüfung zeigt Lunker in Zone Lunker,1,11,1,23,19,14,5,5,5,2,19,18,58,27,40,22,33,16
Kernbruch Ursache HandlingSchaden nicht konform,3,14,14,92,78,57,5,4,2,4,2,4,-1,33,39,24,31,11
Spektralanalyse zeigt SiMangel Charge nicht konform,1,12,12,2,1,0,9,3,9,3,9,17,-1,11,-1,7,-1,2
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,17,63,14,48,12,33
Sandfeuchte Kaltlauf außerhalb Toleranz,0,0,0,16,12,-1,2,2,0,14,18,14,55,36,37,31,27,18
Härteprüfung Lunker Sandausbruch vs Kernschale Verschleiß,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,-1,0,38
Formdruckabweichung Kaltlauf vs Kernschale Verschleiß Form Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Ausschuss Materialfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Verdacht Formüberhitzung,3,3,17,81,70,-1,2,1,0,12,16,12,-1,32,-1,27,-1,13
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Lunker,5,5,5,31,28,7,7,1,7,13,17,13,37,87,28,64,22,46
Maßabweichung Lunker Lunkermm vs Kaltlauf±Kaltlaufmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
Härteprüfung Sandbindermangel HandlingSchaden vs Sandbindermangel teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Maßabweichung HandlingSchaden Kaltlaufmm vs Sandbindermangel±Kaltlaufmm Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,129,0,39,0,27
Sandfeuchte HandlingSchaden außerhalb Toleranz Schleifnacharbeit notwendig,0,0,0,10,8,-1,2,2,0,14,0,14,54,109,36,77,27,56
Kernbruch Ursache Kernschale Verschleiß Nacharbeit gemäß,3,3,17,-1,-1,-1,5,9,10,9,10,9,51,-1,34,25,28,17
Bearbeitungsfehler Sandausbruch Sandausbruch Teil,5,5,16,91,72,51,2,5,2,5,18,15,65,101,43,75,32,54
Formdruckabweichung Sandausbruch vs Kaltlauf Form Normabweichung Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,18,26,13,21,11,15
Gasporosität an Radträger Charge Verdacht Formüberhitzung Wärmenachbehandlung eingeleitet,8,8,8,61,49,34,0,3,14,5,14,5,25,45,18,-1,15,-1
Legierungsabweichung Mg HandlingSchaden vs Soll Lunker,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Gießparameter optimiert,6,9,6,46,-1,-1,4,2,4,14,4,14,-1,77,-1,45,-1,32
Sandausbruch an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,35,100,27,66,21,48
Dichtheitsprüfung Fehler Lunker mbarmin vs max Lunker,1,1,1,9,7,6,5,7,10,7,10,19,53,30,35,19,29,12
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß Normabweichung,9,11,15,53,45,29,2,4,0,0,0,0,50,118,33,60,26,43
Formdruckabweichung Lunker vs Sandbindermangel Form Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Maßabweichung HandlingSchaden Kernschale Verschleißmm vs Lunker±Kaltlaufmm konform,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Kernbruch Ursache HandlingSchaden Verdacht Sandfeuchteabweichung,7,14,14,74,65,45,7,5,7,5,19,5,48,69,32,52,-1,-1
Maßabweichung Sandausbruch Sandbindermangelmm vs Kernschale Verschleiß±Kernschale Verschleißmm,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Härteprüfung Sandbindermangel Sandausbruch vs Sandausbruch Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Sandfeuchte zu hoch ≥ Prüfbericht,3,3,17,81,70,-1,2,1,0,12,16,12,-1,32,-1,27,-1,13
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Lunker,3,3,17,89,77,56,9,4,2,4,12,4,29,24,22,18,-1,10
Kernbruch Ursache Sandbindermangel Chargenanalyse C Si Schleifnacharbeit notwendig,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs HandlingSchaden±Sandausbruchmm,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Härteprüfung HandlingSchaden HandlingSchaden vs Sandausbruch,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Härteprüfung Kaltlauf Kaltlauf vs HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Bearbeitungsfehler Kernschale Verschleiß Sandbindermangel Teil Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Oberflächenrauheit Lunker außerhalb Spezifikation Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Spektralanalyse zeigt MgMangel Charge Normabweichung,1,12,12,30,27,15,2,1,2,13,18,1,64,51,43,42,32,26
Spektralanalyse zeigt MgMangel Charge,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Oberflächenrauheit Lunker außerhalb Spezifikation,1,1,1,11,9,8,2,6,0,6,18,6,49,38,33,29,26,20
Qualitätsabweichung Kernschale Verschleiß Lunker Porosität,7,7,7,49,41,28,5,9,10,9,10,9,53,55,35,36,29,24
Qualitätsabweichung Lunker Sandausbruch Dickenmaß Kernreparatur läuft,7,7,7,55,47,32,5,9,2,9,19,9,-1,56,39,37,31,25
Formdruckabweichung Kaltlauf vs Sandausbruch Form,5,11,11,39,35,12,7,5,7,13,19,13,48,105,32,81,-1,49
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Verdacht Legierungsdrift,1,14,14,1,2,1,7,5,5,5,19,15,-1,112,-1,82,-1,60
Legierungsabweichung Mg Kaltlauf vs Soll Kernschale Verschleiß Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,-1,66,-1,51,-1,-1
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kernschale Verschleiß teilkonform Schleifnacharbeit notwendig,1,1,1,12,5,4,5,0,10,10,10,10,51,82,34,62,28,40
Legierungsabweichung Mg Sandausbruch vs Soll Kaltlauf Normabweichung,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Kernbruch Ursache HandlingSchaden Gießparameter optimiert,9,9,9,80,69,26,4,7,12,0,4,0,12,64,-1,49,-1,34
Legierungsabweichung Si Sandausbruch vs Soll HandlingSchaden Prüfbericht,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Spektralanalyse zeigt SiMangel Charge,1,12,12,3,1,0,9,3,9,3,9,17,10,11,9,7,7,2
Formdruckabweichung Lunker vs HandlingSchaden Form nicht konform,1,11,11,25,21,16,5,9,5,9,19,18,59,107,41,74,34,53
Kokillenriss an Radträger Charge Verdacht Formüberhitzung Nacharbeit gemäß,8,8,8,63,53,40,0,6,11,6,11,16,33,94,25,69,19,51
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,12,12,37,33,22,5,5,2,2,2,2,62,44,-1,32,32,22
Legierungsabweichung Cu Kernschale Verschleiß vs Soll Kernschale Verschleiß,4,13,13,57,48,33,3,9,13,9,13,9,5,102,5,78,4,57
Kernbruch Ursache HandlingSchaden konform,3,14,14,92,78,57,9,4,2,4,2,4,56,33,38,24,30,11
Qualitätsabweichung HandlingSchaden Sandausbruch Dickenmaß nicht konform,7,7,7,54,46,31,7,9,7,9,7,9,-1,54,-1,36,-1,24
Röntgenprüfung zeigt Lunker in Zone Lunker Prüfbericht Wärmenachbehandlung eingeleitet,1,11,1,23,19,14,5,5,5,2,19,18,58,27,40,22,33,16
Qualitätsabweichung Lunker Sandbindermangel Dickenmaß,7,7,7,55,47,32,7,9,7,9,17,9,37,56,28,37,22,25
Härteprüfung Kaltlauf Sandausbruch vs Kaltlauf Prüfbericht Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Maßabweichung HandlingSchaden Sandbindermangelmm vs Kaltlauf±Sandbindermangelmm teilkonform Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,129,0,39,0,27
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung,1,12,12,37,33,22,5,0,5,6,19,6,58,80,40,54,33,39
Legierungsabweichung Si Kernschale Verschleiß vs Soll Lunker Prüfbericht,5,13,13,65,-1,37,8,0,13,10,13,10,7,79,7,54,5,39
Ausschuss Funktionstest an Radträger Ursache Gießtemp zu niedrig °C °C Verdacht Sandfeuchteabweichung Nacharbeit gemäß,6,3,3,70,59,42,4,4,12,4,12,7,-1,20,-1,16,-1,8
Formdruckabweichung Kaltlauf vs Sandausbruch Form,5,11,11,39,35,12,7,5,7,13,19,13,48,105,32,81,-1,49
Härteprüfung Lunker Sandausbruch vs Lunker Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Ausschuss Funktionstest an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C Prüfbericht,6,6,6,50,42,-1,9,1,12,13,12,17,26,9,19,9,16,-1
Ausschuss Oberflächenfehler an Zylinderkopf Ursache HandlingSchaden,3,3,17,-1,78,57,9,4,2,4,2,4,-1,24,-1,18,-1,10
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Kernschale Verschleiß±HandlingSchadenmm,2,2,2,4,4,3,1,0,1,10,1,10,0,125,0,39,0,27
Röntgenprüfung zeigt Gasporosität in Zone HandlingSchaden,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Kaltlauf an Radträger Charge nicht konform,8,8,8,63,53,40,0,6,11,6,11,16,34,94,25,69,19,51
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz,0,0,0,40,36,23,2,0,0,0,0,0,38,50,26,41,20,29
Röntgenprüfung zeigt Lunker in Zone Kaltlauf Verdacht Legierungsdrift,1,11,1,23,19,14,5,5,5,2,19,18,59,27,41,22,34,16
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht Schleifnacharbeit notwendig,5,5,5,6,3,2,9,2,9,14,9,14,-1,43,-1,35,-1,18
Formdruckabweichung Lunker vs Sandausbruch Form Wärmenachbehandlung eingeleitet,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Maßabweichung Sandausbruch HandlingSchadenmm vs Sandbindermangel±Lunkermm,2,2,2,4,4,3,1,0,1,10,1,10,0,127,0,39,0,27
Formdruckabweichung Kaltlauf vs Sandbindermangel Form,5,11,11,38,34,12,7,5,7,13,7,13,13,120,10,85,8,49
Ausschuss Funktionstest an Radträger Ursache Gießtemp zu niedrig °C °C konform,6,3,3,70,59,42,4,4,12,4,12,7,-1,20,-1,16,-1,8
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Sandfeuchte Lunker außerhalb Toleranz,0,0,0,27,23,18,2,9,0,9,18,9,50,35,33,28,26,19
Oberflächenrauheit Lunker außerhalb Spezifikation Prüfbericht Schleifnacharbeit notwendig,1,1,1,11,9,8,2,6,0,6,18,6,54,37,36,29,27,20
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kaltlauf Prüfbericht Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,17,31,14,26,12,13
Gasporosität an Zylinderkopf Charge Kernreparatur läuft,8,8,8,62,52,38,0,5,14,5,14,5,36,100,27,66,21,48
Spektralanalyse zeigt SiMangel Charge konform Wärmenachbehandlung eingeleitet,1,12,12,2,1,0,9,3,9,3,17,17,-1,10,-1,7,-1,2
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Normabweichung Wärmenachbehandlung eingeleitet,1,10,10,18,14,10,5,3,10,3,10,3,52,12,35,10,29,4
Ausschuss Materialfehler an Radträger Ursache Gießtemp zu niedrig °C °C nicht konform,6,3,3,70,59,42,2,4,12,4,16,7,30,20,-1,16,-1,8
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandbindermangel,5,5,5,31,28,7,7,1,7,13,17,13,37,87,28,64,22,46
Härteprüfung HandlingSchaden Sandbindermangel vs HandlingSchaden Chargenanalyse C Si Nacharbeit gemäß,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Kernbruch ¦ Ursache Kernschale Verschleiß ¦ Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Dickenmaß Kernreparatur läuft,7,7,7,55,47,32,7,9,7,9,7,9,47,-1,-1,37,-1,25
Schmelzofen Schmelzofen TempAbweichung °C Nacharbeit gemäß,6,6,6,-1,61,44,9,8,9,8,17,8,46,0,31,1,25,0
Legierungsabweichung Si Sandausbruch vs Soll Kernschale Verschleiß Schleifnacharbeit notwendig,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel Chargenanalyse Mg Ti Gießparameter optimiert,8,8,8,66,55,39,0,2,11,2,15,2,1,48,1,38,1,-1
Maßabweichung Kaltlauf HandlingSchadenmm vs Sandbindermangel±Sandbindermangelmm Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,15,64,12,49,10,34
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht Gießparameter optimiert,6,9,19,46,-1,-1,4,2,4,14,4,14,-1,77,13,45,11,32
Legierungsabweichung Ti HandlingSchaden vs Soll HandlingSchaden Prüfbericht Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,41,66,29,51,23,-1
Sandfeuchte Kaltlauf außerhalb Toleranz teilkonform,0,0,0,16,12,-1,2,2,0,14,0,14,54,36,36,31,27,18
Formversatz an Getriebegehäuse Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,4,4,4,-1,-1,-1,6,5,6,2,15,2,1,47,1,32,1,22
Kernbruch Ursache HandlingSchaden Verdacht Formüberhitzung Wärmenachbehandlung eingeleitet,3,14,14,93,78,57,5,4,5,4,19,4,58,34,40,24,33,11
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Lunker±Kernschale Verschleißmm,2,2,2,4,4,3,1,0,1,10,1,10,0,125,0,39,0,27
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden,8,13,15,51,43,30,5,7,5,7,10,19,51,-1,34,12,28,5
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß nicht konform,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Röntgenprüfung zeigt Gasporosität in Zone HandlingSchaden Gießparameter optimiert,9,9,15,47,40,27,2,6,0,6,16,6,-1,17,-1,15,-1,7
Härteprüfung Sandausbruch Sandausbruch vs Sandbindermangel Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,-1,64,-1,49,-1,34
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Normabweichung Schleifnacharbeit notwendig,5,5,5,32,29,7,2,1,2,13,18,13,65,84,43,65,32,47
Formdruckabweichung Kaltlauf vs HandlingSchaden Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,26,26,19,21,16,15
Härteprüfung Sandbindermangel Sandausbruch vs HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch konform Gießparameter optimiert,9,9,15,52,44,29,4,1,4,1,4,1,-1,52,13,43,11,26
Formdruckabweichung Sandausbruch vs Sandbindermangel Form,5,11,11,38,34,12,7,5,7,13,7,13,-1,119,-1,84,-1,49
Maßabweichung Sandbindermangel HandlingSchadenmm vs Kaltlauf±Sandbindermangelmm Prüfbericht Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch,8,8,15,47,40,27,2,6,0,6,0,6,-1,17,29,15,23,7
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung,5,5,5,5,3,2,9,2,9,14,9,14,15,43,12,35,10,18
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Qualitätsabweichung Lunker Sandausbruch Raueit Ra Chargenanalyse Mg Ti Gießparameter optimiert,8,8,8,66,55,39,0,2,11,2,15,2,1,48,1,38,1,-1
Spektralanalyse zeigt CuMangel Charge Verdacht Sandfeuchteabweichung,1,12,12,20,16,13,5,2,2,9,2,18,-1,104,-1,80,-1,59
Ausschuss Materialfehler an Zylinderkopf Ursache Legierungsabweichung Si nicht konform,3,3,17,28,24,-1,5,5,10,5,10,5,-1,90,-1,71,-1,50
Formdruckabweichung Kernschale Verschleiß vs HandlingSchaden Form Gießparameter optimiert,9,9,9,34,31,20,4,3,12,3,12,3,-1,26,-1,21,-1,15
Ausschuss Oberflächenfehler an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C Prüfbericht Gießparameter optimiert,9,9,9,46,-1,-1,4,2,4,14,4,14,-1,77,-1,45,-1,32
Formdruckabweichung Sandbindermangel vs Kaltlauf Form teilkonform Nacharbeit gemäß,5,11,11,38,34,12,7,5,7,13,7,13,13,120,10,85,8,49
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung Nacharbeit gemäß,5,5,5,5,3,2,9,2,9,14,9,14,15,43,12,35,10,18
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandausbruch Verdacht Legierungsdrift,5,5,5,-1,-1,7,5,1,2,13,2,13,-1,84,-1,65,-1,47
Ausschuss Funktionstest an Getriebegehäuse Ursache Kernschale Verschleiß,3,3,17,-1,-1,-1,5,1,10,1,10,1,51,74,34,58,28,42
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kaltlauf Prüfbericht Nacharbeit gemäß,5,5,5,31,28,7,7,1,7,13,17,13,37,88,28,64,22,46
Schmelzofen Holding Furnace TempAbweichung °C Kernreparatur läuft,6,6,18,77,66,48,2,6,0,6,0,6,38,40,26,30,20,21
Sandfeuchte Sandausbruch außerhalb Toleranz Prüfbericht Nacharbeit gemäß,0,0,0,41,37,24,2,3,0,3,16,17,-1,25,-1,20,-1,14
Legierungsabweichung Ti Lunker vs Soll Kaltlauf Verdacht Sandfeuchteabweichung Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,16,1,-1,66,29,51,23,-1
Bearbeitungsfehler Kernschale Verschleiß Sandbindermangel Teil,5,5,16,90,72,51,7,5,7,5,7,15,-1,115,-1,76,-1,55
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Bearbeitungsfehler HandlingSchaden Sandbindermangel Teil Prüfbericht,7,14,14,74,65,45,7,5,7,5,17,5,-1,69,-1,52,-1,-1
Sandausbruch an Radträger Charge Schleifnacharbeit notwendig,8,8,8,63,53,40,0,6,11,6,11,16,-1,94,-1,69,-1,51
Bearbeitungsfehler HandlingSchaden Kernschale Verschleiß Teil Nacharbeit gemäß,7,14,14,76,64,45,5,0,5,10,19,10,59,81,41,61,34,40
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch Nacharbeit gemäß,5,5,5,7,6,5,9,7,9,7,17,7,-1,49,-1,40,-1,28
Schmelzofen Holding Furnace TempAbweichung °C konform,6,6,19,78,67,49,9,4,12,4,12,4,29,21,22,17,-1,9
Sandausbruch an Getriebegehäuse Charge nicht konform Wärmenachbehandlung eingeleitet,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Formdruckabweichung Lunker vs Sandbindermangel Form Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,-1,26,-1,21,-1,15
Sandfeuchte HandlingSchaden außerhalb Toleranz Wärmenachbehandlung eingeleitet,0,0,0,10,8,-1,2,2,2,14,18,14,-1,109,-1,77,32,56
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Bearbeitungsfehler Lunker Kernschale Verschleiß ¦ Teil ¦ Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Härteprüfung Sandbindermangel Kernschale Verschleiß vs Lunker Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß,9,11,15,53,45,29,2,4,0,0,16,0,50,118,33,60,26,43
Legierungsabweichung Cu HandlingSchaden vs Soll HandlingSchaden Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,-1,66,26,51,20,-1
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung,5,5,5,5,3,2,9,2,9,14,9,14,15,43,12,35,10,18
Sandfeuchte Lunker außerhalb Toleranz Normabweichung,0,0,0,27,23,18,2,9,0,9,0,9,54,35,36,28,27,19
Röntgenprüfung zeigt Formversatz in Zone Lunker teilkonform,9,11,15,53,45,29,2,4,0,0,16,0,-1,118,-1,60,-1,43
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Prüfbericht,1,10,10,18,14,10,2,3,2,3,18,3,64,12,43,10,32,4
Sandfeuchte HandlingSchaden außerhalb Toleranz ¦ konform,0,0,0,10,8,-1,2,2,12,14,12,14,-1,109,-1,77,-1,56
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Ausschuss Funktionstest an Radträger Ursache Sandfeuchte zu hoch ≥ Chargenanalyse C Si,4,4,4,-1,-1,-1,6,5,6,2,15,2,1,47,1,32,1,22
Qualitätsabweichung Sandausbruch Lunker Dickenmaß Schleifnacharbeit notwendig,7,7,7,55,47,32,5,9,5,9,19,9,-1,56,-1,37,-1,25
Kernbruch Ursache HandlingSchaden Gießparameter optimiert,9,9,9,80,69,26,4,7,12,0,4,0,12,64,-1,49,-1,34
Legierungsabweichung Si Kernschale Verschleiß vs Soll Kaltlauf Prüfbericht Schleifnacharbeit notwendig,5,13,13,65,-1,37,8,0,13,10,13,10,7,79,7,54,5,39
Legierungsabweichung Mg HandlingSchaden vs Soll Kaltlauf Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,41,66,29,51,23,-1
Bearbeitungsfehler Lunker HandlingSchaden Teil Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Härteprüfung Sandausbruch Kernschale Verschleiß vs Lunker,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Oberflächenrauheit Lunker außerhalb Spezifikation ¦ Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Röntgenprüfung zeigt Sandausbruch in Zone HandlingSchaden Chargenanalyse C Si Wärmenachbehandlung eingeleitet,4,4,4,-1,-1,-1,6,5,6,2,15,2,1,46,1,32,1,22
Legierungsabweichung Si Sandbindermangel vs Soll Sandbindermangel,5,13,13,68,57,37,8,9,8,9,8,18,-1,122,-1,87,-1,62
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Röntgenprüfung zeigt Lunker in Zone Kaltlauf,1,11,1,23,19,14,5,5,2,2,2,18,60,27,39,22,31,16
Spektralanalyse zeigt MgMangel Charge Prüfbericht Kernreparatur läuft,1,12,12,30,27,15,2,1,0,13,18,1,55,51,37,42,27,26
Ausschuss Funktionstest an Radträger Ursache Sandausbruch Wärmenachbehandlung eingeleitet,3,3,3,87,75,54,2,5,0,5,0,5,41,96,29,73,23,50
Legierungsabweichung Cu Lunker vs Soll Sandbindermangel Verdacht Formüberhitzung Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,0,1,41,66,29,51,23,-1
