text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Qualitätsabweichung Sandausbruch Kaltlauf Raueit Ra konform Wärmenachbehandlung eingeleitet,0,2,2,-1,-1,-1,1,7,1,7,1,7,12,17,7,14,2,12
Spektralanalyse zeigt MgMangel Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Schmelzofen Schmelzofen TempAbweichung °C Gießparameter optimiert,5,5,5,1,2,2,2,2,2,12,5,12,13,0,8,0,2,0
Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel teilkonform Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,-1,5
Legierungsabweichung Si Lunker vs Soll HandlingSchaden Nacharbeit gemäß,6,6,19,-1,-1,-1,9,5,9,14,12,14,1,16,1,13,1,11
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden,4,4,4,4,3,3,2,9,2,10,5,10,-1,5,-1,5,2,5
Oberflächenrauheit Sandausbruch außerhalb Spezifikation teilkonform,7,7,7,-1,-1,-1,8,6,8,6,8,6,14,9,9,10,2,8
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Kokillenriss an Zylinderkopf Charge,4,4,15,0,0,0,2,1,11,1,17,19,14,8,9,7,2,7
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,19,11,-1,3,-1,3,2,4
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Schleifnacharbeit notwendig,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Ausschuss Oberflächenfehler an Getriebegehäuse Ursache Sandfeuchte zu hoch ≥ Normabweichung,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Sandfeuchte Sandausbruch außerhalb Toleranz teilkonform Gießparameter optimiert,7,11,11,-1,-1,-1,1,8,7,11,7,11,-1,3,-1,3,2,4
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti,5,3,5,1,2,2,2,2,2,12,2,12,11,0,6,0,2,0
Sandfeuchte Sandbindermangel außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch Verdacht Legierungsdrift,4,4,6,-1,-1,-1,1,9,11,10,11,10,14,5,9,5,2,5
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandbindermangel Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Bearbeitungsfehler Kaltlauf Kaltlauf Teil nicht konform Schleifnacharbeit notwendig,7,8,18,-1,-1,-1,7,7,7,13,7,13,12,21,7,11,2,9
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kernschale Verschleiß,1,13,13,3,1,1,9,3,9,3,9,3,1,2,1,2,1,2
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Kernreparatur läuft,7,7,7,-1,-1,-1,8,6,13,6,13,6,5,9,2,10,3,8
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Bearbeitungsfehler Kernschale Verschleiß Kaltlauf Teil Chargenanalyse Mg Ti Kernreparatur läuft,3,3,18,-1,-1,-1,1,7,11,13,11,13,14,21,9,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C Wärmenachbehandlung eingeleitet,5,5,5,1,2,2,5,2,5,2,15,2,-1,1,-1,1,-1,1
Härteprüfung Kaltlauf Kernschale Verschleiß vs Sandausbruch Prüfbericht Nacharbeit gemäß,8,14,14,-1,-1,-1,7,5,1,8,10,8,-1,19,-1,16,-1,14
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Verdacht Sandfeuchteabweichung,7,7,7,-1,-1,-1,8,6,8,6,14,6,-1,9,-1,10,-1,8
Härteprüfung Sandausbruch Kaltlauf vs HandlingSchaden Wärmenachbehandlung eingeleitet,8,14,8,7,-1,-1,9,5,12,5,10,5,1,22,1,17,1,15
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si,3,1,1,15,11,11,1,8,11,11,11,11,14,3,9,3,2,4
Sandfeuchte Kaltlauf außerhalb Toleranz nicht konform,7,11,11,15,11,11,7,8,1,11,19,11,12,3,7,3,2,4
Kaltlauf an Radträger Charge Verdacht Legierungsdrift Schleifnacharbeit notwendig,6,2,6,-1,-1,-1,1,7,8,7,1,7,12,-1,7,-1,2,-1
Härteprüfung Kaltlauf Sandausbruch vs HandlingSchaden Normabweichung,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Prüfbericht Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,-1,5
Härteprüfung HandlingSchaden Sandausbruch vs Kernschale Verschleiß,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Maßabweichung HandlingSchaden Kernschale Verschleißmm vs Sandbindermangel±Sandbindermangelmm Nacharbeit gemäß,8,12,12,10,7,7,0,5,0,5,0,5,1,23,1,17,1,15
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Kernbruch Ursache HandlingSchaden nicht konform,2,10,17,13,8,8,3,4,3,4,3,18,-1,6,-1,8,-1,3
Maßabweichung Kaltlauf Kaltlaufmm vs Kaltlauf±Sandbindermangelmm Chargenanalyse C Si Nacharbeit gemäß,3,1,1,10,7,7,4,5,4,5,12,5,-1,-1,-1,-1,-1,-1
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Verdacht Legierungsdrift Gießparameter optimiert,0,0,6,-1,-1,-1,9,0,12,0,10,0,1,11,1,12,1,10
Formdruckabweichung HandlingSchaden vs HandlingSchaden Form,0,0,16,5,4,4,0,0,10,0,0,0,1,11,1,12,1,10
Bearbeitungsfehler Sandausbruch Kaltlauf Teil Verdacht Legierungsdrift,6,8,6,-1,-1,-1,7,7,1,13,19,13,12,21,7,11,2,9
Röntgenprüfung zeigt Formversatz in Zone Sandausbruch,4,4,4,4,3,3,5,9,5,10,5,10,13,5,8,5,2,5
Qualitätsabweichung HandlingSchaden Kaltlauf Raueit Ra Wärmenachbehandlung eingeleitet,0,2,2,-1,-1,-1,1,7,8,7,1,7,12,17,7,14,2,12
Sandausbruch an Zylinderkopf Charge,4,4,15,0,0,0,5,1,5,1,5,19,13,8,8,7,2,7
Qualitätsabweichung HandlingSchaden Lunker Porosität,0,14,0,-1,-1,-1,1,7,7,7,7,7,-1,18,-1,15,2,13
Maßabweichung Kaltlauf Kaltlaufmm vs Kernschale Verschleiß±Kaltlaufmm,8,12,12,10,7,7,0,5,0,5,0,15,1,24,1,17,1,15
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Formdruckabweichung Kaltlauf vs Sandbindermangel Form,0,0,16,5,4,4,0,0,0,0,18,0,1,11,1,12,1,10
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs Kaltlauf±Sandausbruchmm Verdacht Legierungsdrift,6,12,6,-1,-1,-1,0,5,10,5,0,5,1,23,1,17,1,15
Kaltlauf an Zylinderkopf Charge,4,4,15,0,0,0,2,1,11,1,17,19,14,8,9,7,2,7
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Kernbruch Ursache HandlingSchaden Verdacht Legierungsdrift Nacharbeit gemäß,2,2,6,12,8,8,3,4,3,4,3,16,-1,7,-1,9,-1,3
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form nicht konform,0,0,16,5,4,4,0,0,0,0,0,0,1,11,1,12,1,10
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden Dickenmaß Verdacht Formüberhitzung,0,2,0,-1,-1,-1,7,7,1,7,19,7,-1,18,-1,15,2,13
Spektralanalyse zeigt TiMangel Charge Normabweichung Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,2,9,-1,10,-1,6,-1,6
Ausschuss Maßhaltigkeit an Radträger Ursache Kaltlauf,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Spektralanalyse zeigt SiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Formdruckabweichung Sandausbruch vs Lunker Form,0,0,16,5,4,4,0,0,0,0,0,0,1,11,1,12,1,10
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kaltlauf Kernreparatur läuft,1,13,13,3,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel,6,6,19,9,6,6,9,5,0,14,18,14,1,16,1,13,1,11
Lunker an Zylinderkopf Charge Chargenanalyse Mg Ti Schleifnacharbeit notwendig,3,3,15,-1,-1,-1,2,7,2,13,2,13,-1,20,-1,11,-1,9
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kaltlauf Prüfbericht Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Röntgenprüfung zeigt Gasporosität in Zone HandlingSchaden Normabweichung Nacharbeit gemäß,4,4,4,-1,-1,-1,5,9,5,10,11,10,13,5,8,5,2,5
Kernbruch Ursache Sandbindermangel Gießparameter optimiert,2,2,17,-1,-1,-1,7,4,1,4,19,18,-1,6,-1,8,-1,3
Maßabweichung Sandausbruch Lunkermm vs Kernschale Verschleiß±Lunkermm Nacharbeit gemäß,8,12,12,10,7,7,0,5,10,5,16,5,1,23,1,17,1,15
Formversatz an Radträger Charge Prüfbericht,0,2,15,-1,-1,-1,8,1,8,1,8,1,10,14,5,7,2,7
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandausbruch Normabweichung,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Legierungsabweichung Mg HandlingSchaden vs Soll Sandausbruch,6,6,19,9,6,6,9,5,9,14,9,14,1,16,1,13,1,11
Formdruckabweichung Sandbindermangel vs Kaltlauf Form teilkonform Nacharbeit gemäß,0,0,16,-1,-1,-1,0,0,10,0,10,0,1,11,1,12,1,10
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Härteprüfung Kaltlauf Kaltlauf vs Sandbindermangel konform,8,14,14,-1,-1,-1,0,8,0,8,0,8,1,19,1,16,1,14
Härteprüfung Sandausbruch Lunker vs Lunker Verdacht Formüberhitzung,8,14,6,-1,-1,-1,0,5,10,8,10,8,1,19,1,16,1,14
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Legierungsdrift,7,7,6,-1,-1,-1,1,6,8,6,1,6,12,9,7,10,2,8
Bearbeitungsfehler Sandausbruch Sandbindermangel Teil Wärmenachbehandlung eingeleitet,7,8,8,-1,-1,-1,1,7,11,13,11,13,14,21,9,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Maßabweichung HandlingSchaden Lunkermm vs Kernschale Verschleiß±Sandbindermangelmm Gießparameter optimiert,8,12,12,-1,-1,-1,9,5,9,5,9,15,-1,-1,-1,17,-1,15
Formdruckabweichung Sandausbruch vs Kaltlauf Form Chargenanalyse C Si,3,1,1,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Qualitätsabweichung Kernschale Verschleiß Kaltlauf Dickenmaß,0,14,0,-1,-1,-1,7,7,7,7,10,7,-1,18,-1,15,-1,13
Röntgenprüfung zeigt Kaltlauf in Zone Kernschale Verschleiß Prüfbericht Schleifnacharbeit notwendig,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Maßabweichung Lunker Lunkermm vs Sandausbruch±HandlingSchadenmm Normabweichung,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Bearbeitungsfehler Kaltlauf Sandbindermangel Teil Normabweichung Kernreparatur läuft,7,8,18,-1,-1,-1,7,7,7,13,7,13,12,21,7,11,2,9
Sandfeuchte Lunker außerhalb Toleranz Normabweichung,7,11,11,15,11,11,1,8,7,11,7,11,12,3,7,3,2,4
Spektralanalyse zeigt CuMangel Charge Normabweichung,9,9,9,12,8,8,6,9,6,9,6,17,-1,12,-1,6,-1,6
Maßabweichung Sandausbruch Sandausbruchmm vs HandlingSchaden±Lunkermm,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandbindermangel,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Ausschuss Materialfehler an Getriebegehäuse Ursache HandlingSchaden Kernreparatur läuft,2,10,10,-1,-1,-1,3,4,3,4,3,4,4,7,2,9,3,3
Legierungsabweichung Si Lunker vs Soll Kaltlauf ¦ Chargenanalyse Mg Ti,6,6,19,-1,-1,-1,4,5,4,14,4,14,1,16,1,13,1,11
Qualitätsabweichung HandlingSchaden Kernschale Verschleiß Porosität,0,14,0,-1,-1,-1,7,7,1,7,7,7,12,18,7,15,2,13
Härteprüfung Lunker Sandausbruch vs Lunker Kernreparatur läuft,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Röntgenprüfung zeigt Sandausbruch in Zone Sandausbruch konform Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,17,10,13,5,8,5,2,5
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max HandlingSchaden konform,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Ausschuss Funktionstest an Radträger Ursache Gießtemp zu niedrig °C °C Chargenanalyse C Si Wärmenachbehandlung eingeleitet,2,10,10,-1,-1,-1,5,4,14,4,15,4,-1,7,-1,9,-1,3
Maßabweichung Kernschale Verschleiß Sandausbruchmm vs Sandbindermangel±Kaltlaufmm Chargenanalyse C Si,3,1,1,10,7,7,9,5,9,5,9,5,1,-1,1,-1,1,-1
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kaltlauf Chargenanalyse Mg Ti Kernreparatur läuft,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Kokillenriss an Zylinderkopf Charge Normabweichung Schleifnacharbeit notwendig,4,4,15,-1,-1,-1,5,1,11,1,11,19,14,8,9,7,2,7
Maßabweichung Kaltlauf HandlingSchadenmm vs Lunker±Sandausbruchmm,8,12,12,10,7,7,9,5,0,5,18,15,1,25,1,17,1,15
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Dickenmaß Prüfbericht Wärmenachbehandlung eingeleitet,0,14,8,-1,-1,-1,1,7,7,7,1,7,12,18,7,15,2,13
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Dickenmaß Gießparameter optimiert,0,2,0,-1,-1,-1,7,7,7,7,7,7,-1,18,-1,15,-1,13
Röntgenprüfung zeigt Lunker in Zone Lunker Prüfbericht,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,2,5
Spektralanalyse zeigt TiMangel ¦ Charge ¦ Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,0,10,0,6,0,6
Ausschuss Oberflächenfehler an Radträger ¦ Ursache Sandbindermangel,2,10,10,-1,-1,-1,8,4,13,4,13,4,5,7,2,9,3,3
Qualitätsabweichung HandlingSchaden Kaltlauf Raueit Ra Normabweichung,0,2,2,-1,-1,-1,7,7,1,7,1,7,12,17,7,14,2,12
Qualitätsabweichung HandlingSchaden Kernschale Verschleiß Dickenmaß Prüfbericht,0,14,0,-1,-1,-1,7,7,7,7,7,7,12,18,7,15,2,13
Maßabweichung HandlingSchaden Kernschale Verschleißmm vs Sandbindermangel±Kernschale Verschleißmm konform Kernreparatur läuft,8,12,12,-1,-1,-1,0,5,10,5,16,15,1,24,1,17,1,15
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß ¦ Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Kaltlauf an Radträger Charge Verdacht Formüberhitzung Kernreparatur läuft,0,2,15,0,0,0,8,1,8,1,1,1,-1,15,-1,7,-1,7
Sandfeuchte Kaltlauf außerhalb Toleranz nicht konform Nacharbeit gemäß,7,11,11,-1,-1,-1,7,8,1,11,19,11,12,3,7,3,2,4
Qualitätsabweichung Sandausbruch Sandausbruch Raueit Ra Kernreparatur läuft,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Maßabweichung HandlingSchaden Lunkermm vs Kernschale Verschleiß±Sandbindermangelmm Schleifnacharbeit notwendig,8,12,12,10,7,7,9,5,0,5,18,15,1,23,1,17,1,15
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil,7,8,18,2,1,1,7,7,1,13,19,13,12,21,7,11,2,9
Kernbruch Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,2,2,17,-1,-1,-1,3,4,13,4,13,18,-1,7,-1,9,-1,3
Formdruckabweichung Kaltlauf vs Kaltlauf Form Verdacht Formüberhitzung,0,0,16,5,4,4,7,0,10,0,10,0,-1,11,-1,12,-1,10
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Gießparameter optimiert,7,7,7,-1,-1,-1,1,6,8,6,11,6,14,9,9,10,2,8
Sandfeuchte Lunker außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß Form Normabweichung Nacharbeit gemäß,0,0,16,-1,-1,-1,0,0,10,0,10,0,1,11,1,12,1,10
Härteprüfung HandlingSchaden Lunker vs Sandausbruch Prüfbericht Nacharbeit gemäß,8,14,14,-1,-1,-1,0,5,10,8,10,8,1,19,1,16,1,14
Spektralanalyse zeigt MgMangel Charge Verdacht Sandfeuchteabweichung Gießparameter optimiert,9,9,9,-1,-1,-1,6,9,2,9,2,9,-1,13,-1,6,-1,6
Formdruckabweichung Sandausbruch vs Lunker ¦ Form ¦ Chargenanalyse Mg Ti,0,0,16,5,4,4,9,0,12,0,12,0,1,11,1,12,1,10
Kernbruch Ursache HandlingSchaden nicht konform,2,10,17,13,8,8,3,4,3,4,3,18,-1,6,-1,8,-1,3
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,3,3,17,-1,-1,-1,8,4,8,4,8,18,-1,6,-1,8,2,3
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,1,2,1,2,1,2
Formversatz an Getriebegehäuse Charge Gießparameter optimiert,0,0,15,-1,-1,-1,1,1,11,1,11,1,14,14,9,7,2,7
Maßabweichung Lunker Kernschale Verschleißmm vs Sandbindermangel±Kernschale Verschleißmm konform Wärmenachbehandlung eingeleitet,8,12,12,10,7,7,9,5,0,5,0,5,1,23,1,17,1,15
Formdruckabweichung Sandausbruch vs Kaltlauf Form,0,0,16,5,4,4,0,0,10,0,16,0,1,11,1,12,1,10
Qualitätsabweichung Sandausbruch Kaltlauf Raueit Ra,0,2,2,8,-1,-1,7,7,1,7,19,7,12,17,7,14,2,12
Härteprüfung Sandausbruch Kernschale Verschleiß vs Kaltlauf Verdacht Formüberhitzung Wärmenachbehandlung eingeleitet,8,14,8,-1,-1,-1,7,5,1,5,19,5,-1,22,-1,17,-1,15
Sandfeuchte Lunker außerhalb Toleranz Gießparameter optimiert,7,11,11,15,11,11,1,8,7,11,7,11,-1,3,-1,3,-1,4
Kaltlauf an Zylinderkopf Charge nicht konform Gießparameter optimiert,4,4,15,-1,-1,-1,2,1,11,1,17,19,-1,8,-1,7,-1,7
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Nacharbeit gemäß,0,2,2,-1,-1,-1,7,7,1,7,1,7,12,17,7,14,2,12
Röntgenprüfung zeigt Kokillenriss in Zone Sandausbruch Kernreparatur läuft,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Röntgenprüfung zeigt Sandausbruch in Zone Sandbindermangel Verdacht Formüberhitzung Gießparameter optimiert,4,4,4,-1,-1,-1,2,9,11,10,17,10,-1,5,-1,5,2,5
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Schleifnacharbeit notwendig,5,5,5,1,2,2,5,2,5,12,15,12,9,0,5,0,2,0
Legierungsabweichung Cu Sandbindermangel vs Soll HandlingSchaden Prüfbericht,6,6,19,-1,-1,-1,4,5,9,14,12,14,1,16,1,13,1,11
Ausschuss Oberflächenfehler an Getriebegehäuse Ursache Lunker,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Kernbruch Ursache Sandbindermangel Verdacht Formüberhitzung Kernreparatur läuft,2,2,17,-1,-1,-1,3,4,3,4,3,16,4,7,2,9,3,3
Spektralanalyse zeigt CuMangel Charge konform,9,9,9,12,8,8,2,9,2,9,2,17,11,12,6,6,2,6
Bearbeitungsfehler Kaltlauf HandlingSchaden Teil Chargenanalyse Mg Ti Schleifnacharbeit notwendig,3,3,18,-1,-1,-1,2,7,11,13,17,13,-1,21,-1,11,-1,9
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf Normabweichung,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Spektralanalyse zeigt TiMangel Charge Prüfbericht,9,9,9,12,8,8,6,9,6,9,6,17,-1,13,-1,6,-1,6
Spektralanalyse zeigt SiMangel Charge Prüfbericht,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Kernbruch Ursache Sandbindermangel Verdacht Legierungsdrift,2,2,6,-1,-1,-1,3,4,1,4,19,16,-1,7,-1,9,-1,3
Kernbruch Ursache Kernschale Verschleiß,2,2,17,11,9,9,3,4,3,4,3,16,3,4,3,4,4,3
Härteprüfung HandlingSchaden HandlingSchaden vs Lunker Kernreparatur läuft,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Legierungsabweichung Mg Sandausbruch vs Soll Sandbindermangel Kernreparatur läuft,6,6,19,-1,-1,-1,9,5,0,14,18,14,1,16,1,13,1,11
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Ausschuss Funktionstest an Radträger Ursache Sandfeuchte zu hoch ≥ Chargenanalyse C Si,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Oberflächenrauheit Lunker außerhalb Spezifikation ¦ Chargenanalyse C Si,3,7,7,14,10,10,2,7,5,13,5,13,13,20,8,11,2,9
Spektralanalyse zeigt CuMangel Charge Chargenanalyse Mg Ti,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Lunker±Kernschale Verschleißmm,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Röntgenprüfung zeigt Sandausbruch in Zone Lunker Schleifnacharbeit notwendig,4,4,4,4,3,3,2,9,11,10,17,10,14,5,9,5,2,5
Kokillenriss an Getriebegehäuse ¦ Charge Nacharbeit gemäß,2,2,15,-1,-1,-1,1,1,8,1,1,1,12,15,7,7,2,7
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Gießtemp zu niedrig °C °C Prüfbericht,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Sandfeuchte Sandausbruch außerhalb Toleranz Chargenanalyse Mg Ti,3,3,11,-1,-1,-1,2,8,11,11,17,11,14,3,9,3,2,4
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch Nacharbeit gemäß,2,10,10,-1,-1,-1,3,4,13,4,13,4,4,7,2,9,3,3
Maßabweichung HandlingSchaden Kernschale Verschleißmm vs HandlingSchaden±Lunkermm Verdacht Sandfeuchteabweichung Nacharbeit gemäß,8,12,12,-1,-1,-1,0,5,10,5,10,5,1,23,1,17,1,15
Härteprüfung HandlingSchaden HandlingSchaden vs Lunker,8,14,14,6,5,5,0,8,0,8,0,8,1,19,1,16,1,14
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max HandlingSchaden,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Härteprüfung HandlingSchaden Lunker vs Sandbindermangel Schleifnacharbeit notwendig,8,14,14,6,5,5,9,8,0,8,0,8,1,19,1,16,1,14
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kernschale Verschleiß,1,13,13,3,1,1,9,3,9,3,9,3,1,2,1,2,1,2
Sandfeuchte Kaltlauf außerhalb Toleranz teilkonform,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Maßabweichung Lunker Lunkermm vs Sandbindermangel±HandlingSchadenmm,8,12,12,10,7,7,4,5,9,5,9,15,-1,25,-1,17,-1,15
Bearbeitungsfehler Kernschale Verschleiß Lunker Teil Verdacht Sandfeuchteabweichung,7,8,18,-1,-1,-1,7,7,1,13,19,13,12,21,7,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C Kernreparatur läuft,5,5,5,1,2,2,5,2,8,2,8,2,10,1,5,1,2,1
Maßabweichung Lunker Kernschale Verschleißmm vs Sandbindermangel±Lunkermm Prüfbericht,8,12,12,10,7,7,9,5,9,5,9,15,1,24,1,17,1,15
