text,kmeans_3_direct,kmeans_5_direct,kmeans_7_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_3_pca,kmeans_3_umap,kmeans_5_pca,kmeans_5_umap,kmeans_7_pca,kmeans_7_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf,0,4,4,30,23,14,0,1,0,1,2,1,39,19,19,19,14,17
Röntgenprüfung zeigt Gasporosität in Zone Lunker Wärmenachbehandlung eingeleitet,2,2,2,22,17,10,2,1,3,3,3,1,11,44,2,38,3,32
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß Prüfbericht,2,2,2,28,-1,-1,2,1,2,3,2,1,38,71,18,56,12,41
Sandfeuchte Sandausbruch außerhalb Toleranz Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,57,45,33,39,26,29
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form Verdacht Legierungsdrift,0,3,3,40,29,18,0,0,4,1,4,5,-1,77,-1,61,-1,46
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kernschale Verschleiß Gießparameter optimiert,0,4,4,29,22,-1,0,2,0,2,0,2,-1,23,-1,21,-1,16
Oberflächenrauheit Lunker außerhalb Spezifikation Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,3,1,-1,7,-1,7,-1,7
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,1,1,5,10,6,4,1,0,1,0,1,6,1,31,1,25,1,20
Qualitätsabweichung Kaltlauf Sandausbruch Porosität nicht konform Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,97,-1,73,-1,56
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max HandlingSchaden Kernreparatur läuft,0,4,4,30,23,14,0,1,0,1,0,1,48,19,26,19,19,17
Härteprüfung Kernschale Verschleiß HandlingSchaden vs HandlingSchaden Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,-1,-1,-1,28,47
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel Prüfbericht Gießparameter optimiert,0,4,4,-1,21,13,0,1,4,3,4,3,70,38,42,32,28,19
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Raueit Ra Prüfbericht Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,60,104,-1,74,24,57
Formdruckabweichung Sandausbruch vs Sandausbruch Form,0,3,3,39,28,18,0,0,4,1,4,5,75,77,44,61,28,46
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch,0,4,4,30,23,14,0,1,0,1,0,1,71,19,37,19,24,17
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs Kaltlauf±Kaltlaufmm Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,40,1,34,1,27
Formdruckabweichung Lunker vs Kernschale Verschleiß Form Gießparameter optimiert,0,4,4,32,21,13,0,1,4,3,4,3,47,20,25,20,18,18
Härteprüfung HandlingSchaden Sandausbruch vs Lunker Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,40,1,34,1,27
Spektralanalyse zeigt TiMangel Charge,1,1,1,14,10,5,1,1,1,3,1,3,5,4,-1,4,2,3
Härteprüfung Kaltlauf HandlingSchaden vs Kernschale Verschleiß,0,3,3,51,37,23,0,0,4,1,4,5,-1,109,-1,81,28,47
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil teilkonform Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,1,2,1,6,1,13,7,4,7,4,7
Qualitätsabweichung Sandausbruch Sandausbruch Dickenmaß Schleifnacharbeit notwendig,0,0,0,53,39,25,0,0,0,0,0,0,60,61,-1,50,24,39
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht,2,2,2,8,1,1,2,0,3,0,3,6,-1,32,-1,26,-1,20
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Kaltlauf±HandlingSchadenmm,0,3,3,-1,-1,-1,0,0,4,1,4,5,34,106,-1,79,-1,59
Spektralanalyse zeigt TiMangel Charge Normabweichung,1,1,1,5,-1,5,1,1,2,3,1,3,3,6,-1,-1,2,4
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Normabweichung,0,0,0,52,38,24,0,0,0,1,0,0,-1,100,-1,75,-1,53
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max HandlingSchaden,0,4,4,30,23,14,0,1,0,1,0,1,31,19,15,19,10,17
Qualitätsabweichung Sandausbruch Sandausbruch ¦ Porosität Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,97,-1,73,24,56
Sandfeuchte Kaltlauf außerhalb Toleranz nicht konform Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,43,-1,37,24,-1
Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel Normabweichung Nacharbeit gemäß,0,0,2,-1,-1,-1,0,1,0,3,2,1,-1,-1,-1,-1,-1,-1
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kernschale Verschleiß,0,4,4,31,24,15,0,1,0,1,0,1,53,41,30,29,22,24
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß Form Wärmenachbehandlung eingeleitet,0,3,3,-1,-1,-1,0,0,0,1,0,5,64,66,-1,53,24,43
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form Normabweichung Gießparameter optimiert,0,4,4,32,21,13,0,1,4,3,4,3,62,20,35,20,28,18
Kernbruch Ursache HandlingSchaden teilkonform,0,0,0,50,36,22,0,2,4,2,0,2,27,22,13,18,9,15
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Verdacht Formüberhitzung,2,2,2,20,16,9,2,1,2,3,6,1,37,70,17,55,-1,41
Kernbruch ¦ Ursache HandlingSchaden,0,0,0,50,36,22,0,2,0,2,0,2,35,21,-1,18,-1,15
Maßabweichung Sandausbruch Sandausbruchmm vs Lunker±Kaltlaufmm Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,-1,111,-1,66,-1,51
Ausschuss Maßhaltigkeit an Radträger Ursache Kaltlauf,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,-1,-1,49,-1,38
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Kernreparatur läuft,2,2,6,0,0,0,2,2,3,4,3,4,-1,8,-1,8,-1,8
Legierungsabweichung Cu HandlingSchaden vs Soll HandlingSchaden ¦ Prüfbericht,0,3,3,47,34,20,0,0,4,1,4,5,47,58,25,48,18,35
Härteprüfung Lunker Kernschale Verschleiß vs Sandbindermangel ¦ nicht konform Gießparameter optimiert,0,4,4,-1,21,13,0,1,4,3,4,3,70,39,42,33,28,19
Legierungsabweichung Cu Sandbindermangel vs Soll HandlingSchaden Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,74,58,43,48,28,35
Ausschuss Funktionstest an Zylinderkopf ¦ Ursache Gießtemp zu niedrig °C °C ¦ nicht konform,2,2,6,-1,-1,-1,2,0,3,0,3,3,-1,18,-1,17,-1,14
Oberflächenrauheit Lunker außerhalb Spezifikation,2,0,6,45,32,19,2,2,2,2,6,5,26,48,12,42,8,31
Bearbeitungsfehler Sandbindermangel Lunker Teil,0,0,0,54,40,26,0,0,0,0,2,0,-1,53,-1,36,-1,30
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandausbruch,0,4,4,31,24,15,0,1,0,1,0,1,72,69,37,28,24,23
Maßabweichung Lunker HandlingSchadenmm vs Sandausbruch±Kernschale Verschleißmm konform Kernreparatur läuft,0,3,3,51,37,23,0,0,4,1,4,5,-1,107,24,80,17,60
Legierungsabweichung Ti HandlingSchaden vs Soll HandlingSchaden Prüfbericht,0,3,3,47,34,20,0,0,4,1,4,5,66,58,39,48,28,35
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,104,-1,74,-1,57
Sandfeuchte HandlingSchaden außerhalb Toleranz Nacharbeit gemäß,0,0,0,42,31,-1,0,0,0,1,2,5,52,54,29,-1,20,-1
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker konform Gießparameter optimiert,0,4,4,29,22,-1,0,2,0,2,0,2,-1,23,-1,21,-1,16
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Legierungsdrift,0,3,3,41,30,18,0,0,4,1,4,5,54,93,31,71,23,54
Legierungsabweichung Ti Kernschale Verschleiß vs Soll HandlingSchaden Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,-1,1,-1,1,-1
Kaltlauf an Radträger Charge Normabweichung,1,1,1,1,2,2,1,1,1,3,1,3,8,26,3,23,2,21
Härteprüfung Sandausbruch Kaltlauf vs Kaltlauf Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,74,67,43,-1,28,-1
Formversatz an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,8,16,3,14,2,11
Gasporosität an Getriebegehäuse Charge nicht konform Nacharbeit gemäß,1,1,1,2,3,2,1,1,1,3,1,3,-1,10,-1,11,2,-1
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,1,1,5,10,6,4,1,0,1,0,1,6,1,31,1,25,1,20
Bearbeitungsfehler HandlingSchaden Sandausbruch Teil,0,0,0,55,40,26,0,0,0,0,2,0,-1,60,-1,46,20,36
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Sandbindermangel±Kernschale Verschleißmm Prüfbericht,0,3,3,51,37,23,0,0,4,1,4,5,-1,107,-1,80,-1,60
Röntgenprüfung zeigt Lunker in Zone HandlingSchaden Verdacht Sandfeuchteabweichung,2,2,2,-1,-1,-1,2,1,2,3,6,1,40,72,20,57,13,44
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,1,1,14,10,5,1,1,1,3,1,3,22,4,11,4,2,3
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,-1,40,-1,34,-1,27
Ausschuss Funktionstest an Radträger Ursache HandlingSchaden Schleifnacharbeit notwendig,0,0,0,19,15,-1,0,0,0,0,2,0,-1,87,-1,49,-1,38
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Lunker,0,4,4,31,24,15,0,1,0,1,2,1,39,42,19,29,14,24
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,98,-1,72,-1,55
Bearbeitungsfehler Lunker Kernschale Verschleiß Teil,0,0,0,24,19,11,0,0,0,0,2,0,-1,35,-1,31,-1,26
Ausschuss Funktionstest an Radträger Ursache Sandbindermangel Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,0,0,56,87,33,49,26,38
Ausschuss Funktionstest an Getriebegehäuse Ursache Legierungsabweichung Si Normabweichung,0,0,0,19,15,-1,0,0,0,0,2,0,-1,87,-1,49,-1,38
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Kernreparatur läuft,0,0,0,-1,41,27,0,0,0,0,2,0,-1,75,-1,60,-1,37
Ausschuss Oberflächenfehler an Radträger Ursache Sandbindermangel Schleifnacharbeit notwendig,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,96,-1,49,-1,38
Maßabweichung Kernschale Verschleiß Sandausbruchmm vs HandlingSchaden±Sandausbruchmm Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,-1,107,-1,80,-1,60
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,1,1,14,10,5,1,1,1,3,1,3,22,4,11,4,2,3
Spektralanalyse zeigt CuMangel Charge Normabweichung Schleifnacharbeit notwendig,1,1,1,5,-1,5,0,1,0,3,2,3,3,6,-1,-1,2,4
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,2,2,6,-1,0,0,2,2,3,4,3,4,17,9,6,9,5,9
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form Prüfbericht,0,3,3,-1,-1,18,0,0,4,1,4,5,74,98,43,72,28,55
Bearbeitungsfehler Sandausbruch Kaltlauf Teil,0,0,0,54,40,26,0,0,2,0,2,0,-1,64,-1,36,-1,30
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kernschale Verschleiß Normabweichung,0,4,4,31,24,15,0,1,4,1,4,1,43,51,22,28,15,23
Kernbruch Ursache HandlingSchaden,0,0,0,50,36,22,0,2,4,2,0,2,27,21,13,18,9,15
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,1,3,1,3,1,-1,7,-1,7,-1,7
Legierungsabweichung Ti Lunker vs Soll Sandausbruch,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,89,-1,68,-1,35
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,2,2,6,-1,0,0,2,2,3,4,3,4,17,9,6,9,5,9
Härteprüfung Kaltlauf Kernschale Verschleiß vs HandlingSchaden Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,83,1,64,1,49
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra Prüfbericht Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,1,2,1,6,1,26,7,12,7,8,7
Härteprüfung Lunker HandlingSchaden vs Lunker,0,3,3,-1,-1,-1,0,0,4,1,0,5,-1,109,-1,81,-1,47
Kernbruch Ursache Sandbindermangel konform Gießparameter optimiert,0,4,4,-1,21,13,0,1,0,3,0,3,63,-1,36,15,24,12
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden Dickenmaß Verdacht Formüberhitzung,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,61,-1,50,-1,39
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,1,1,14,10,5,1,1,1,3,1,3,22,4,11,4,2,3
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Kaltlauf±HandlingSchadenmm Gießparameter optimiert,0,4,4,-1,-1,-1,0,1,4,3,0,3,-1,39,-1,33,-1,19
Formdruckabweichung Sandbindermangel vs Kaltlauf Form Verdacht Sandfeuchteabweichung,0,3,3,40,29,18,0,0,4,1,4,5,-1,80,-1,-1,-1,-1
Maßabweichung Kernschale Verschleiß Lunkermm vs Kernschale Verschleiß±Lunkermm,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,-1,-1,-1,-1,-1
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Lunker Prüfbericht,0,4,4,31,24,15,0,1,0,1,0,1,60,85,-1,28,24,23
Härteprüfung Lunker Kaltlauf vs Sandausbruch Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,67,-1,-1,28,-1
Ausschuss Maßhaltigkeit an Getriebegehäuse ¦ Ursache Kaltlauf Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,92,-1,49,-1,38
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Lunker±HandlingSchadenmm Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,76,106,44,79,28,59
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,65,-1,36,24,30
Formdruckabweichung Sandbindermangel vs Lunker Form Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,1,1,5,-1,-1,4,1,0,1,0,1,6,6,49,-1,43,2,-1
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf Gießparameter optimiert,2,2,2,20,16,9,2,1,2,3,6,1,-1,63,-1,52,-1,42
Qualitätsabweichung Kaltlauf Sandbindermangel Dickenmaß Prüfbericht,0,0,0,53,39,25,0,0,0,0,0,0,-1,61,-1,50,24,39
Ausschuss Oberflächenfehler an Getriebegehäuse ¦ Ursache Gießtemp zu niedrig °C °C ¦ Prüfbericht Kernreparatur läuft,2,2,6,11,7,7,2,0,3,0,3,3,12,18,4,17,4,14
Härteprüfung Kaltlauf Sandausbruch vs Sandbindermangel Normabweichung Kernreparatur läuft,0,3,3,-1,-1,-1,0,0,4,1,4,5,62,67,35,-1,28,-1
Spektralanalyse zeigt CuMangel Charge Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,2,78,1,35,1,28
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Ausschuss Materialfehler an Getriebegehäuse Ursache HandlingSchaden,0,0,0,16,12,8,2,0,2,0,2,3,-1,17,-1,16,-1,13
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,62,43,28,0,0,0,1,0,5,69,55,41,45,24,34
Formdruckabweichung Kernschale Verschleiß vs Lunker Form Normabweichung Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,-1,-1,72,28,55
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Kernreparatur läuft,0,0,0,59,-1,-1,0,0,0,0,0,0,69,46,41,40,24,29
Sandfeuchte Sandausbruch außerhalb Toleranz,0,0,0,63,43,28,0,0,0,0,0,6,57,45,33,39,26,29
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht,2,2,6,-1,0,0,2,2,3,4,3,4,11,8,2,8,3,8
Qualitätsabweichung Kernschale Verschleiß Kaltlauf Dickenmaß nicht konform,0,0,0,-1,-1,-1,0,0,0,0,0,0,31,61,15,50,10,39
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Verdacht Formüberhitzung,2,0,6,44,32,19,2,2,2,2,6,2,40,5,20,5,13,5
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Ausschuss Funktionstest an Zylinderkopf Ursache Legierungsabweichung Si Verdacht Sandfeuchteabweichung,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,49,-1,38
Maßabweichung Kaltlauf Kaltlaufmm vs Sandbindermangel±Lunkermm,0,3,3,51,37,23,0,0,4,1,4,5,74,108,43,66,28,51
Röntgenprüfung zeigt Lunker in Zone HandlingSchaden Normabweichung,2,2,2,-1,-1,-1,2,1,2,3,6,1,40,70,20,55,13,41
Maßabweichung HandlingSchaden Sandbindermangelmm vs Kernschale Verschleiß±Sandausbruchmm Gießparameter optimiert,0,4,4,36,21,13,0,1,4,3,4,3,45,39,24,33,17,19
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,2,0,0,56,41,27,2,0,2,0,2,0,32,75,16,60,11,37
Spektralanalyse zeigt SiMangel ¦ Charge Kernreparatur läuft,1,1,1,-1,-1,5,1,1,1,3,1,3,-1,25,-1,13,2,4
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandfeuchte zu hoch ≥ Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,2,79,1,35,1,28
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Chargenanalyse C Si Wärmenachbehandlung eingeleitet,1,1,5,18,14,4,1,0,1,0,5,6,-1,50,-1,35,-1,28
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf Verdacht Formüberhitzung,2,2,2,-1,-1,-1,2,1,2,3,6,1,-1,62,12,51,8,40
Legierungsabweichung Cu Sandausbruch vs Soll Sandbindermangel Verdacht Formüberhitzung Nacharbeit gemäß,0,3,3,48,34,20,0,0,4,1,4,5,54,90,31,69,23,35
Maßabweichung Sandbindermangel Sandbindermangelmm vs HandlingSchaden±Kernschale Verschleißmm Prüfbericht Gießparameter optimiert,0,4,4,36,21,13,0,1,4,3,4,3,-1,39,-1,33,-1,19
Bearbeitungsfehler Sandausbruch Kernschale Verschleiß Teil Prüfbericht,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,65,-1,36,-1,30
Ausschuss Materialfehler an Radträger Ursache Kernschale Verschleiß,0,0,0,16,12,8,0,0,0,0,2,3,-1,17,-1,16,-1,13
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kernschale Verschleiß,0,4,4,31,24,15,0,1,0,1,0,1,53,41,30,29,22,24
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Lunker konform,0,4,4,31,24,15,0,1,0,1,0,1,-1,-1,-1,28,-1,23
Formdruckabweichung Sandausbruch vs Sandausbruch Form Kernreparatur läuft,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,86,-1,65,-1,50
Legierungsabweichung Cu Kaltlauf vs Soll Sandbindermangel Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,40,1,34,1,27
Legierungsabweichung Si Lunker vs Soll Lunker,0,3,3,-1,-1,-1,0,0,4,1,0,5,35,89,-1,68,-1,35
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,2,0,6,43,32,19,2,0,2,0,6,0,41,56,21,-1,13,-1
Ausschuss Oberflächenfehler an Radträger Ursache Legierungsabweichung Si Verdacht Sandfeuchteabweichung Wärmenachbehandlung eingeleitet,2,0,6,-1,-1,-1,2,1,2,1,6,1,-1,7,-1,7,-1,7
Maßabweichung Sandbindermangel Lunkermm vs Sandausbruch±Kaltlaufmm ¦ Chargenanalyse Mg Ti Nacharbeit gemäß,1,1,5,-1,-1,4,1,0,1,0,5,6,-1,83,1,64,1,49
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Qualitätsabweichung Kaltlauf Kaltlauf Raueit Ra,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,103,-1,74,-1,57
Röntgenprüfung zeigt Lunker in Zone Sandausbruch,2,2,2,35,27,17,2,1,2,3,6,1,37,72,17,57,-1,44
Sandausbruch an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,8,16,3,14,2,11
Schmelzofen Schmelzofen TempAbweichung °C Verdacht Formüberhitzung Nacharbeit gemäß,2,2,6,0,0,0,2,2,3,4,3,4,-1,8,6,8,5,8
Kernbruch Ursache Kernschale Verschleiß,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Qualitätsabweichung Kernschale Verschleiß Lunker Dickenmaß Prüfbericht Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,0,0,67,61,37,50,24,39
Kokillenriss an Getriebegehäuse Charge,1,1,1,-1,-1,-1,1,1,0,3,1,3,3,27,-1,24,2,22
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,98,-1,72,-1,55
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Normabweichung Schleifnacharbeit notwendig,0,3,3,39,28,18,0,0,4,1,4,5,-1,77,-1,61,-1,46
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Chargenanalyse Mg Ti,1,1,5,-1,-1,4,1,0,1,0,5,6,2,82,1,63,1,48
Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel Wärmenachbehandlung eingeleitet,2,2,2,-1,-1,-1,2,1,3,3,3,1,12,57,4,47,4,-1
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Lunker,0,4,4,31,24,15,0,1,0,1,2,1,39,42,19,29,14,24
Schmelzofen Holding Furnace TempAbweichung °C Verdacht Formüberhitzung Kernreparatur läuft,2,2,2,-1,1,1,2,0,3,0,3,6,-1,28,-1,-1,-1,20
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Kernreparatur läuft,0,0,6,23,18,-1,2,0,2,0,2,0,-1,88,-1,67,-1,-1
Legierungsabweichung Ti HandlingSchaden vs Soll HandlingSchaden Verdacht Formüberhitzung Nacharbeit gemäß,0,3,3,47,34,20,0,0,4,1,4,5,74,58,43,48,28,35
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Lunker ¦ Prüfbericht Nacharbeit gemäß,0,4,4,31,24,15,0,1,0,1,2,1,-1,42,-1,29,-1,24
Spektralanalyse zeigt MgMangel Charge,1,1,1,12,8,5,1,1,1,3,1,3,7,2,-1,2,2,-1
Ausschuss Oberflächenfehler an Zylinderkopf Ursache HandlingSchaden,2,0,6,-1,-1,-1,2,0,2,0,2,0,-1,96,-1,49,-1,38
Schmelzofen Schmelzofen TempAbweichung °C Verdacht Legierungsdrift Gießparameter optimiert,2,2,6,-1,0,0,2,2,3,4,3,4,9,8,-1,8,-1,8
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf Verdacht Formüberhitzung Gießparameter optimiert,2,2,2,20,16,9,2,1,2,3,6,1,-1,63,-1,52,-1,42
Härteprüfung Sandbindermangel Lunker vs Kernschale Verschleiß Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,49,67,-1,-1,-1,-1
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Kernbruch ¦ Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,0,0,0,49,35,21,0,2,0,2,0,2,50,24,27,22,21,16
Härteprüfung Lunker Sandausbruch vs Kaltlauf,0,3,3,-1,-1,-1,0,0,4,1,0,5,47,113,25,82,18,47
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf,2,2,2,28,-1,-1,2,1,2,3,6,1,37,71,17,56,-1,41
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Legierungsabweichung Si Normabweichung Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,0,0,0,68,92,40,49,24,38
Sandfeuchte Lunker außerhalb Toleranz Nacharbeit gemäß,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,45,-1,39,-1,29
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation teilkonform Schleifnacharbeit notwendig,2,0,6,23,18,-1,2,0,2,0,6,0,41,88,21,67,13,-1
Legierungsabweichung Mg Lunker vs Soll Sandausbruch Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,47,89,25,68,18,35
Bearbeitungsfehler Kernschale Verschleiß Lunker Teil Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,79,1,35,1,28
Röntgenprüfung zeigt Lunker in Zone Lunker,2,2,2,25,20,12,2,1,2,3,6,1,-1,52,-1,44,-1,33
Formdruckabweichung Sandausbruch vs Sandbindermangel Form,0,3,3,39,28,18,0,0,4,1,4,5,54,77,31,61,23,46
Sandausbruch an Zylinderkopf Charge Nacharbeit gemäß,1,1,1,1,2,2,1,1,1,3,1,3,6,16,-1,14,2,11
Maßabweichung Lunker Lunkermm vs Sandausbruch±HandlingSchadenmm Normabweichung,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,102,-1,77,-1,58
Bearbeitungsfehler Kaltlauf Sandausbruch ¦ Teil,0,0,0,54,40,26,0,0,0,0,2,0,-1,64,-1,36,-1,30
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Sandbindermangelmm Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,-1,108,-1,66,-1,51
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,1,1,1,3,4,3,1,1,1,3,1,3,0,15,0,6,0,6
