Zeitstempel,Teilenummer,Kategorie,Kommentar,Schweregrad,Charge,Werk
2025-03-01T19:31:24,GX-66592,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%) | Normabweichung: VDA 6.3,1.0,CH-zTlK-6310,Gießerei Stuttgart
2024-11-18T22:33:20,GX-70032,gussfehler,Formversatz an Getriebegehäuse (GX-70032) | Charge CH-MCEL-2792 | IATF-Konformität: teilkonform | Nacharbeit gemäß VDA 6.3,3.0,CH-MCEL-2792,Gießerei Stuttgart
2025-02-21T05:45:13,GX-78115,endpruefung,Härteprüfung Kernschale Verschleiß: Lunker HV vs. Handling-Schaden | Wärmenachbehandlung eingeleitet,2.0,CH-onpg-2166,Gießerei Stuttgart
2024-07-24T12:54:22,GX-39138,formprozess,Kernbruch K-1587 | Ursache: Kernschale Verschleiß (Verdacht: Legierungsdrift),2.0,CH-WCOm-4541,Gießerei Stuttgart
2024-11-05T21:14:39,GX-19596,nachbearbeitung,Maßabweichung Sandbindermangel: Sandausbruchmm vs. Sandbindermangel±Sandbindermangelmm | Wärmenachbehandlung eingeleitet,2.0,CH-XwnG-2420,Gießerei Stuttgart
2024-11-17T21:57:41,GX-16925,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-hDzj-6937 | Gießparameter optimiert,2.0,CH-hDzj-6937,Gießerei Stuttgart
2024-09-05T10:39:48,GX-37304,endpruefung,Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Kaltlauf,1.0,CH-JmAY-9977,Gießerei Wolfsburg
2024-11-25T02:38:10,GX-95608,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Sandbindermangel | Nacharbeit gemäß VDA 6.3,1.0,CH-dEbt-4938,Gießerei Leipzig
2024-04-07T04:41:40,GX-38179,formprozess,Sandfeuchte Sandbindermangel% außerhalb Toleranz (2.8-3.2%),3.0,CH-RwAy-9604,Gießerei Wolfsburg
2024-07-01T08:32:48,GX-62761,nachbearbeitung,Oberflächenrauheit Kaltlauf µm außerhalb Spezifikation,2.0,CH-YTdT-9543,Gießerei Wolfsburg
2025-01-02T17:29:14,GX-76169,,,,CH-zvKv-3107,Gießerei Leipzig
2024-08-08T12:52:36,GX-57701,endpruefung,Härteprüfung Lunker: Sandbindermangel HV vs. Lunker | Prüfbericht: PRF-86271,1.0,CH-OGgU-5207,Gießerei Wolfsburg
2024-07-03T01:12:25,GX-83692,gussfehler,Ausschuss Materialfehler an Zylinderkopf | Ursache: Lunker | Kernreparatur läuft,1.0,CH-fRId-3373,Gießerei Wolfsburg
2024-11-09T11:00:48,GX-45777,endpruefung,Dichtheitsprüfung Fehler: Sandbindermangel mbar/min vs. max Sandausbruch | Normabweichung: ISO 8062,1.0,CH-Erix-5899,Gießerei Leipzig
2024-04-16T22:26:04,GX-42146,gussfehler,"Lunker an Radträger (GX-42146) | Charge CH-JwsD-2708 | Chargenanalyse: C:3.2%, Si:2.1%",3.0,CH-JwsD-2708,Gießerei Leipzig
2024-10-27T03:10:59,GX-22342,gussfehler,Gasporosität an Radträger (GX-22342) | Charge CH-luBP-4769 | IATF-Konformität: teilkonform | Gießparameter optimiert,2.0,CH-luBP-4769,Gießerei Wolfsburg
2024-08-02T08:09:18,GX-67584,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 730°C; Chargenanalyse: Mg:0.4%, Ti:0.1% | Nacharbeit gemäß VDA 6.3",3.0,CH-zNAv-9285,Gießerei Stuttgart
2025-01-11T21:13:42,GX-29664,endpruefung,Härteprüfung Kaltlauf: Handling-Schaden HV vs. Handling-Schaden; Normabweichung: VDA 6.3,2.0,CH-EfOm-6461,Gießerei Leipzig
2024-11-10T21:26:37,GX-97989,schmelzprozess,"Spektralanalyse zeigt Ti-Mangel; Charge CH-morE-7966; Chargenanalyse: Mg:0.4%, Ti:0.1%",3.0,CH-morE-7966,Gießerei Stuttgart
2025-02-11T03:28:10,GX-59353,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Kaltlauf | Teil GX-59353,2.0,CH-BrIA-6142,Gießerei Stuttgart
2024-12-21T23:01:11,GX-47351,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%),1.0,CH-aiXI-2921,Gießerei Stuttgart
2024-06-07T23:41:15,GX-15090,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-sAoX-1089 (Verdacht: Formüberhitzung),3.0,CH-sAoX-1089,Gießerei Leipzig
2024-10-12T09:11:32,GX-58026,endpruefung,Härteprüfung Sandbindermangel: Kaltlauf HV vs. Handling-Schaden | IATF-Konformität: konform | Schleifnacharbeit notwendig,1.0,CH-CvZU-7025,Gießerei Leipzig
2024-08-25T14:21:35,GX-64959,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%),1.0,CH-XvxJ-0252,Gießerei Stuttgart
2024-07-06T17:10:00,GX-25162,gussfehler,Kokillenriss an Radträger (GX-25162) | Charge CH-ZADZ-3436 | Wärmenachbehandlung eingeleitet,1.0,CH-ZADZ-3436,Gießerei Wolfsburg
2024-08-21T15:40:10,GX-67361,gussfehler,Qualitätsabweichung Kaltlauf: Sandbindermangel | Porosität: 2.4 mm²,1.0,CH-Gcvm-2706,Gießerei Stuttgart
2024-04-24T23:32:07,GX-38883,gussfehler,Sandausbruch an Radträger (GX-38883) | Charge CH-dIyj-7831 | Kernreparatur läuft,1.0,CH-dIyj-7831,Gießerei Stuttgart
2024-12-09T20:08:00,GX-49692,gussfehler,Sandausbruch an Zylinderkopf (GX-49692) | Charge CH-xDzA-6036 (Verdacht: Legierungsdrift),1.0,CH-xDzA-6036,Gießerei Stuttgart
2024-03-17T21:01:34,GX-43818,endpruefung,Härteprüfung Lunker: Handling-Schaden HV vs. Handling-Schaden (Verdacht: Sandfeuchteabweichung),2.0,CH-cdiY-5428,Gießerei Stuttgart
2024-06-20T13:37:46,GX-75978,nachbearbeitung,Maßabweichung Lunker: Handling-Schadenmm vs. Sandausbruch±Kaltlaufmm | Kernreparatur läuft,1.0,CH-NabS-6974,Gießerei Wolfsburg
2025-02-21T08:23:19,GX-65301,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-EKzs-7298,1.0,CH-EKzs-7298,Gießerei Leipzig
2024-05-22T06:32:34,GX-23022,nachbearbeitung,"Maßabweichung Sandausbruch: Sandausbruchmm vs. Sandausbruch±Handling-Schadenmm | Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-CHMB-5364,Gießerei Wolfsburg
2024-07-04T03:12:38,GX-51712,formprozess,Formdruckabweichung Sandbindermangel bar vs. Kaltlauf bar | Form FORM-dt12 | Normabweichung: VDA 6.3 | Gießparameter optimiert,1.0,CH-Kacm-1375,Gießerei Wolfsburg
2024-11-02T15:52:08,GX-74917,formprozess,Kernbruch K-1013 | Ursache: Kernschale Verschleiß | Schleifnacharbeit notwendig,1.0,CH-OKpS-3694,Gießerei Wolfsburg
2024-07-22T13:19:45,GX-40129,endpruefung,Härteprüfung Kernschale Verschleiß: Kernschale Verschleiß HV vs. Sandausbruch,2.0,CH-Kpwu-9431,Gießerei Leipzig
2024-09-24T15:38:38,GX-79756,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Handling-Schaden | Wärmenachbehandlung eingeleitet,2.0,CH-DGDl-2838,Gießerei Stuttgart
2024-06-01T04:21:10,GX-32683,formprozess,"Formdruckabweichung Sandausbruch bar vs. Sandbindermangel bar | Form FORM-US43 | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-cNEg-1869,Gießerei Stuttgart
2024-08-17T07:49:52,GX-06165,nachbearbeitung,,1.0,CH-vCin-4088,Gießerei Stuttgart
2024-08-30T00:32:19,GX-18999,gussfehler,Qualitätsabweichung Sandausbruch: Kernschale Verschleiß | Dickenmaß: 149.9 mm | Prüfbericht: PRF-48557,1.0,CH-tWgK-6524,Gießerei Wolfsburg
2025-01-02T15:43:29,GX-39069,,,,CH-ltGY-8961,Gießerei Stuttgart
2024-12-24T02:37:50,GX-47783,formprozess,Formdruckabweichung Lunker bar vs. Kaltlauf bar // Form FORM-YW25,1.0,CH-vABj-8106,Gießerei Stuttgart
2024-07-17T20:10:48,GX-35381,nachbearbeitung,Oberflächenrauheit Kaltlauf µm außerhalb Spezifikation,2.0,CH-nBiC-3292,Gießerei Stuttgart
2024-10-16T12:38:01,GX-08688,endpruefung,Härteprüfung Sandausbruch: Kernschale Verschleiß HV vs. Sandausbruch | Gießparameter optimiert,1.0,CH-MBeI-8476,Gießerei Wolfsburg
2024-03-15T06:21:38,GX-06495,gussfehler,Qualitätsabweichung Kaltlauf: Lunker | Raueit Ra 2.0 µm | Schleifnacharbeit notwendig,2.0,CH-drzf-4312,Gießerei Wolfsburg
2024-05-11T14:47:03,GX-84507,,,,CH-vKgh-4983,Gießerei Wolfsburg
2024-12-13T17:46:42,GX-62251,endpruefung,Härteprüfung Kernschale Verschleiß: Kaltlauf HV vs. Sandausbruch,1.0,CH-EXhD-4060,Gießerei Leipzig
2024-05-29T10:39:40,GX-75353,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation (Verdacht: Sandfeuchteabweichung) | Wärmenachbehandlung eingeleitet,1.0,CH-GHQT-0515,Gießerei Leipzig
2024-09-22T09:58:16,GX-65010,schmelzprozess,Spektralanalyse zeigt Mg-Mangel | Charge CH-mGfe-7867,1.0,CH-mGfe-7867,Gießerei Stuttgart
2024-08-22T12:25:02,GX-78709,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 708°C | Prüfbericht: PRF-87664,1.0,CH-noIT-4819,Gießerei Leipzig
2024-08-12T23:18:32,GX-90250,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Sandausbruch,2.0,CH-tXPI-5525,Gießerei Wolfsburg
2024-11-12T20:22:35,GX-23071,formprozess,"Kernbruch K-1765 | Ursache: Handling-Schaden | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-gqWn-1967,Gießerei Wolfsburg
2024-06-08T13:38:45,GX-01947,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Lunker (Verdacht: Formüberhitzung) | Nacharbeit gemäß VDA 6.3,1.0,CH-GcOc-5055,Gießerei Leipzig
2025-03-11T16:12:14,GX-87977,schmelzprozess,Spektralanalyse zeigt Cu-Mangel; Charge CH-qLYz-5180; Prüfbericht: PRF-91270 | Nacharbeit gemäß VDA 6.3,2.0,CH-qLYz-5180,Gießerei Wolfsburg
2024-09-01T00:49:15,GX-33048,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation | Gießparameter optimiert,1.0,CH-fexA-6064,Gießerei Stuttgart
2024-10-29T18:23:09,GX-80139,,,,CH-SeLZ-7886,Gießerei Wolfsburg
2024-03-26T17:41:11,GX-95682,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-QwVe-8284 | Wärmenachbehandlung eingeleitet,1.0,CH-QwVe-8284,Gießerei Stuttgart
2024-10-24T12:42:18,GX-44618,gussfehler,Qualitätsabweichung Sandausbruch: Kaltlauf; Raueit Ra 9.5 µm | Schleifnacharbeit notwendig,1.0,CH-WKpx-3098,Gießerei Wolfsburg
2024-06-02T15:17:36,GX-55190,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf,1.0,CH-SmFH-1876,Gießerei Leipzig
2025-01-09T16:00:51,GX-68245,endpruefung,Röntgenprüfung zeigt Gasporosität in Zone Lunker | Wärmenachbehandlung eingeleitet,1.0,CH-enlb-9241,Gießerei Stuttgart
2024-10-07T00:10:38,GX-47797,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß | Prüfbericht: PRF-55249,2.0,CH-oagc-8325,Gießerei Leipzig
2024-07-22T21:32:39,GX-28004,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%) | Nacharbeit gemäß VDA 6.3,1.0,CH-FOOP-8920,Gießerei Stuttgart
2024-10-22T21:46:36,GX-57392,formprozess,"Kernbruch K-1452 | Ursache: Sandbindermangel | Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-UreG-3876,Gießerei Wolfsburg
2025-01-29T09:17:44,GX-66048,formprozess,Formdruckabweichung Sandbindermangel bar vs. Handling-Schaden bar | Form FORM-gz72 (Verdacht: Legierungsdrift),2.0,CH-LmBI-8674,Gießerei Stuttgart
2024-07-19T00:57:10,GX-60421,endpruefung,Dichtheitsprüfung Fehler: Sandbindermangel mbar/min vs. max Kernschale Verschleiß | Gießparameter optimiert,1.0,CH-Lncs-9236,Gießerei Wolfsburg
2024-07-30T14:39:24,GX-35135,,,,CH-xaky-5415,Gießerei Stuttgart
2024-03-27T08:37:08,GX-26785,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation | Wärmenachbehandlung eingeleitet,1.0,CH-MBAF-4623,Gießerei Wolfsburg
2025-03-02T23:46:19,GX-40170,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 678°C | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-OELU-0207,Gießerei Stuttgart
2024-06-21T09:48:02,GX-17927,gussfehler,Qualitätsabweichung Kaltlauf: Sandausbruch | Porosität: 1.2 mm² | IATF-Konformität: nicht konform | Nacharbeit gemäß VDA 6.3,1.0,CH-iXeJ-1409,Gießerei Leipzig
2024-04-22T08:56:09,GX-36749,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Handling-Schaden | Kernreparatur läuft,1.0,CH-TqFu-2194,Gießerei Stuttgart
2025-02-19T11:52:48,GX-70980,,,,CH-EZlR-0697,Gießerei Wolfsburg
2024-07-28T20:18:39,GX-66725,,,,CH-rlIM-5920,Gießerei Wolfsburg
2024-07-16T14:10:59,GX-52778,endpruefung,Härteprüfung Kernschale Verschleiß: Handling-Schaden HV vs. Handling-Schaden | Normabweichung: DIN 1681,1.0,CH-cHDl-3895,Gießerei Wolfsburg
2024-06-22T15:47:13,GX-30517,schmelzprozess,Legierungsabweichung Si: Kernschale Verschleiß% vs. Soll Sandbindermangel% | Prüfbericht: PRF-14751 | Gießparameter optimiert,3.0,CH-FBvM-2895,Gießerei Stuttgart
2025-02-01T14:05:25,GX-33091,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Sandausbruch // Raueit Ra 11.9 µm // Prüfbericht: PRF-28253 | Nacharbeit gemäß VDA 6.3,3.0,CH-KrtE-5549,Gießerei Leipzig
2024-11-10T03:22:34,GX-43218,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandausbruch bar; Form FORM-qe82,1.0,CH-fDlr-7426,Gießerei Leipzig
2024-05-03T15:54:15,GX-67565,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Sandausbruch,1.0,CH-tBIo-4366,Gießerei Stuttgart
2024-06-01T09:05:31,GX-30447,nachbearbeitung,"Maßabweichung Sandbindermangel: Kernschale Verschleißmm vs. Kaltlauf±Kaltlaufmm // Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-xLTh-6896,Gießerei Leipzig
2024-11-05T20:14:25,GX-09298,formprozess,Formdruckabweichung Lunker bar vs. Kernschale Verschleiß bar | Form FORM-uW90 | Gießparameter optimiert,1.0,CH-HmPe-1877,Gießerei Stuttgart
2024-12-11T07:36:16,GX-66820,endpruefung,"Härteprüfung Handling-Schaden: Sandausbruch HV vs. Lunker | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-clRL-1650,Gießerei Stuttgart
2024-06-08T19:20:37,GX-20256,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-sUXB-8640,2.0,CH-sUXB-8640,Gießerei Leipzig
2024-05-21T14:42:27,GX-06190,endpruefung,Härteprüfung Kaltlauf: Handling-Schaden HV vs. Kernschale Verschleiß,2.0,CH-nVRP-2192,Gießerei Leipzig
2024-07-06T17:37:20,GX-12695,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Kernschale Verschleiß; Teil GX-12695; IATF-Konformität: teilkonform | Wärmenachbehandlung eingeleitet,1.0,CH-rGkU-6550,Gießerei Stuttgart
2024-11-19T15:57:29,GX-87681,gussfehler,Qualitätsabweichung Sandausbruch: Sandausbruch | Dickenmaß: 117.2 mm | Schleifnacharbeit notwendig,2.0,CH-COGp-7057,Gießerei Stuttgart
2024-05-16T07:25:52,GX-10829,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 665°C | Prüfbericht: PRF-10240,1.0,CH-IuUH-7354,Gießerei Stuttgart
2024-11-05T13:19:13,GX-91260,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Kernschale Verschleißmm vs. Kaltlauf±Handling-Schadenmm,1.0,CH-XTAW-2579,Gießerei Stuttgart
2025-01-31T09:50:35,GX-98599,schmelzprozess,Spektralanalyse zeigt Ti-Mangel; Charge CH-qzNb-4095; Normabweichung: ISO 8062,1.0,CH-qzNb-4095,Gießerei Leipzig
2024-09-22T03:23:07,GX-92025,,,,CH-swDg-4147,Gießerei Wolfsburg
2025-02-22T05:32:04,GX-73872,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Sandbindermangel | Teil GX-73872 | Normabweichung: DIN 1681,1.0,CH-mXon-3395,Gießerei Wolfsburg
2024-12-18T04:56:16,GX-24171,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Handling-Schaden,1.0,CH-UoEJ-7684,Gießerei Stuttgart
2024-04-28T23:01:03,GX-41880,gussfehler,Qualitätsabweichung Sandausbruch: Sandausbruch ¦ Porosität: 2.7 mm² | Kernreparatur läuft,1.0,CH-ZUBd-7272,Gießerei Wolfsburg
2024-05-31T22:23:55,GX-56934,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | IATF-Konformität: nicht konform | Nacharbeit gemäß VDA 6.3,1.0,CH-TqtK-6740,Gießerei Leipzig
2024-09-15T17:29:27,GX-21839,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel | Normabweichung: ISO 8062 | Nacharbeit gemäß VDA 6.3,1.0,CH-QTTc-1452,Gießerei Leipzig
2025-01-19T12:44:37,GX-37896,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Kernschale Verschleiß,1.0,CH-bows-0969,Gießerei Leipzig
2024-07-10T13:54:51,GX-68036,formprozess,Formdruckabweichung Sandbindermangel bar vs. Kernschale Verschleiß bar | Form FORM-sT68 | Wärmenachbehandlung eingeleitet,2.0,CH-CsMV-6091,Gießerei Stuttgart
2024-10-25T14:44:52,GX-00197,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Sandbindermangel bar | Form FORM-Dz70 | Normabweichung: VDA 6.3 | Gießparameter optimiert,1.0,CH-fyrM-6862,Gießerei Wolfsburg
2025-01-18T09:53:01,GX-88337,formprozess,Kernbruch K-1517 | Ursache: Handling-Schaden | IATF-Konformität: teilkonform,1.0,UNBEKANNT,Gießerei Leipzig
2024-06-11T12:53:00,GX-15364,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden (Verdacht: Formüberhitzung),3.0,CH-oIMO-9931,Gießerei Leipzig
2024-11-21T01:29:42,GX-96546,formprozess,Kernbruch K-1184 ¦ Ursache: Handling-Schaden,1.0,CH-VyAD-3251,Gießerei Stuttgart
2024-10-28T15:29:37,GX-28320,nachbearbeitung,Maßabweichung Sandausbruch: Sandausbruchmm vs. Lunker±Kaltlaufmm | Schleifnacharbeit notwendig,1.0,CH-ceVe-4391,Gießerei Wolfsburg
2024-12-21T10:00:11,GX-12829,gussfehler,Ausschuss Maßhaltigkeit an Radträger | Ursache: Kaltlauf,1.0,CH-TFYG-1059,Gießerei Wolfsburg
2025-02-17T16:33:05,GX-46034,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 679°C | Prüfbericht: PRF-19083 | Kernreparatur läuft,1.0,CH-BiIx-2841,Gießerei Leipzig
2025-01-09T05:28:20,GX-90801,schmelzprozess,Legierungsabweichung Cu: Handling-Schaden% vs. Soll Handling-Schaden% ¦ Prüfbericht: PRF-24468,2.0,CH-ThwN-9364,Gießerei Stuttgart
2024-05-17T08:59:37,GX-02381,endpruefung,Härteprüfung Lunker: Kernschale Verschleiß HV vs. Sandbindermangel ¦ IATF-Konformität: nicht konform | Gießparameter optimiert,1.0,CH-XsCo-6627,Gießerei Stuttgart
2024-09-10T03:21:18,GX-12351,schmelzprozess,Legierungsabweichung Cu: Sandbindermangel% vs. Soll Handling-Schaden% | Prüfbericht: PRF-43928,1.0,CH-PoZx-9096,Gießerei Wolfsburg
2024-04-05T00:13:35,GX-44488,gussfehler,Ausschuss Funktionstest an Zylinderkopf ¦ Ursache: Gießtemp. zu niedrig (650°C < 720°C) ¦ IATF-Konformität: nicht konform,1.0,CH-gQep-6542,Gießerei Leipzig
2024-12-09T08:46:14,GX-25585,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation,1.0,CH-lXZR-3432,Gießerei Wolfsburg
2025-02-21T05:35:02,GX-93410,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Lunker | Teil GX-93410,1.0,CH-vbRA-5273,Gießerei Wolfsburg
2024-07-16T14:09:31,GX-91748,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Sandausbruch,2.0,CH-RprR-5675,Gießerei Leipzig
2025-03-05T03:10:32,GX-70796,nachbearbeitung,Maßabweichung Lunker: Handling-Schadenmm vs. Sandausbruch±Kernschale Verschleißmm | IATF-Konformität: konform | Kernreparatur läuft,2.0,CH-TrCd-5947,Gießerei Leipzig
2025-02-17T16:04:20,GX-58539,schmelzprozess,Legierungsabweichung Ti: Handling-Schaden% vs. Soll Handling-Schaden% | Prüfbericht: PRF-33994,1.0,CH-FToO-6556,Gießerei Stuttgart
2024-04-16T06:42:16,GX-11725,gussfehler,Qualitätsabweichung Lunker: Kernschale Verschleiß | Raueit Ra 12.3 µm,1.0,CH-kYsu-3657,Gießerei Wolfsburg
2024-09-11T02:31:34,GX-24576,formprozess,Sandfeuchte Handling-Schaden% außerhalb Toleranz (2.8-3.2%) | Nacharbeit gemäß VDA 6.3,2.0,CH-CQfg-2639,Gießerei Stuttgart
2024-04-30T06:12:39,GX-20276,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Lunker // IATF-Konformität: konform | Gießparameter optimiert,2.0,CH-MnSB-7092,Gießerei Stuttgart
2025-02-09T03:34:52,GX-19690,formprozess,Formdruckabweichung Sandausbruch bar vs. Lunker bar | Form FORM-mD02 (Verdacht: Legierungsdrift),1.0,CH-Vxnu-2619,Gießerei Stuttgart
2024-04-26T02:35:30,GX-76269,schmelzprozess,"Legierungsabweichung Ti: Kernschale Verschleiß% vs. Soll Handling-Schaden%; Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-dAHq-1641,Gießerei Leipzig
2024-06-24T14:26:10,GX-57917,gussfehler,Kaltlauf an Radträger (GX-57917) | Charge CH-MjIN-6585 | Normabweichung: DIN 1681,2.0,CH-MjIN-6585,Gießerei Stuttgart
2024-08-21T14:08:00,GX-51953,endpruefung,Härteprüfung Sandausbruch: Kaltlauf HV vs. Kaltlauf | Normabweichung: DIN 1681,2.0,CH-cfll-4761,Gießerei Stuttgart
2024-08-17T19:00:40,GX-49866,gussfehler,Formversatz an Zylinderkopf (GX-49866) | Charge CH-MAZR-9061,1.0,CH-MAZR-9061,Gießerei Wolfsburg
2024-05-24T20:52:09,GX-83807,gussfehler,Gasporosität an Getriebegehäuse (GX-83807) | Charge CH-cSCr-5378 | IATF-Konformität: nicht konform | Nacharbeit gemäß VDA 6.3,1.0,CH-cSCr-5378,Gießerei Wolfsburg
2024-11-07T21:27:24,GX-80426,schmelzprozess,,1.0,CH-FQbI-5326,Gießerei Wolfsburg
2024-09-11T11:42:55,GX-12564,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 746°C; Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-OoJI-5779,Gießerei Leipzig
2024-12-22T20:46:11,GX-65054,nachbearbeitung,Bearbeitungsfehler Handling-Schaden: Sandausbruch | Teil GX-65054,2.0,CH-xThT-5385,Gießerei Leipzig
2025-03-02T02:24:11,GX-80531,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Handling-Schadenmm vs. Sandbindermangel±Kernschale Verschleißmm | Prüfbericht: PRF-80035,1.0,CH-EIrt-7255,Gießerei Stuttgart
2025-01-29T12:32:47,GX-22256,endpruefung,Röntgenprüfung zeigt Lunker in Zone Handling-Schaden (Verdacht: Sandfeuchteabweichung),1.0,CH-JkPs-8313,Gießerei Wolfsburg
2024-09-05T02:49:31,GX-15229,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-GOjZ-4114 | Prüfbericht: PRF-29368,1.0,CH-GOjZ-4114,Gießerei Stuttgart
2024-03-12T22:38:47,GX-69463,formprozess,"Formdruckabweichung Kernschale Verschleiß bar vs. Kaltlauf bar | Form FORM-sV60 | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-XEhy-8700,Gießerei Leipzig
2024-05-23T22:12:59,GX-95564,gussfehler,Ausschuss Funktionstest an Radträger | Ursache: Handling-Schaden | Schleifnacharbeit notwendig,2.0,CH-EAHh-6033,Gießerei Wolfsburg
2025-03-03T12:53:50,GX-12437,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Lunker,1.0,CH-cvVt-8640,Gießerei Stuttgart
2024-08-23T09:23:15,GX-48526,,,,CH-LHVR-4327,Gießerei Leipzig
2024-10-09T10:03:53,GX-55430,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Kernschale Verschleiß bar | Form FORM-OV50,2.0,CH-kYSz-8407,Gießerei Wolfsburg
2024-09-06T14:23:35,GX-46617,nachbearbeitung,Bearbeitungsfehler Lunker: Kernschale Verschleiß; Teil GX-46617,3.0,CH-epYp-7315,Gießerei Wolfsburg
2024-09-30T14:35:13,GX-71818,gussfehler,Ausschuss Funktionstest an Radträger | Ursache: Sandbindermangel | Nacharbeit gemäß VDA 6.3,1.0,CH-lvvT-1927,Gießerei Wolfsburg
2024-05-23T19:26:42,GX-28499,gussfehler,Ausschuss Funktionstest an Getriebegehäuse | Ursache: Legierungsabweichung Si+0.3% | Normabweichung: VDA 6.3,2.0,CH-EQup-8872,Gießerei Wolfsburg
2024-12-21T15:09:24,GX-17788,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation | Kernreparatur läuft,3.0,CH-jXtd-7819,Gießerei Wolfsburg
2024-05-26T08:29:07,GX-46534,gussfehler,Ausschuss Oberflächenfehler an Radträger // Ursache: Sandbindermangel | Schleifnacharbeit notwendig,1.0,CH-eQNn-1784,Gießerei Wolfsburg
2024-11-29T07:35:59,GX-90874,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Sandausbruchmm vs. Handling-Schaden±Sandausbruchmm | Schleifnacharbeit notwendig,1.0,CH-hKbh-3407,Gießerei Wolfsburg
2025-01-30T10:52:24,GX-33424,schmelzprozess,,2.0,CH-IfrY-5403,Gießerei Stuttgart
2024-04-17T19:57:26,GX-32238,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-HOax-6999 | Prüfbericht: PRF-74882,2.0,CH-HOax-6999,Gießerei Wolfsburg
